Client ID,Location ID,Joined Bank,Banking Employee ID,Estimated Income,Superannuation Savings,Amount of Credit Cards,Credit Card Balance,Bank Loans,Bank Deposits,Checking Accounts,Saving Accounts,Foreign Currency Account,Business Lending,Properties Owned,Risk Weighting,BRId,IAId
IND47710,9302,2/8/2002,BE28,339802.57,59287.13,1,5457.24,389702.54,254722.43,265049.01,63336.39,36141.73,1023580.23,0,3,4,16
IND42043,26207,15-07-2003,BE04,138500.69,31907.84,1,3299.68,777274.72,2426964.89,439887.39,807724.25,101659.01,1868307.68,0,3,1,17
IND49707,22194,22-12-2012,BE49,385028.64,30937.6,2,3364.86,926133.76,436763.03,252503.63,352549.66,3252.22,225850.88,1,3,1,18
IND27394,10683,21-11-2019,BE10,147230.17,19263.88,1,116.05,431461.64,86604.91,53923.81,67878.64,17677.45,504046.5,0,2,1,19
IND86832,26420,28-05-2020,BE25,131962.8,10259.67,1,4450.75,547003.72,561714.63,236175.47,458435.74,11136.97,973558.95,0,2,2,20
IND34869,362,20-03-2004,BE24,173052.06,35318.52,3,5.74,85486.26,289060.89,152413.93,76154.41,11728.35,980616.85,0,2,2,21
IND24876,34051,3/5/2007,BE03,144729.34,30974.79,1,9300.76,546156.31,399326.74,128730.33,80390.78,55348.32,1594072.17,1,2,3,22
IND87901,9512,6/2/2001,BE28,259866.83,29786.74,1,1128.64,442798.14,968239.86,746166.5,163445.99,41568.05,372524.68,2,2,3,1
IND56584,24308,23-09-2008,BE42,277568.27,5312.5,1,3295.41,1238071.92,389773.14,287201.26,108315.91,46840.65,906190.23,2,4,3,2
IND43476,34405,8/11/1996,BE27,105030.5,3942.88,2,3290.86,520453.41,887296.88,184853.52,327806.9,4826.85,718061.56,3,1,3,3
IND92423,33113,31-05-2011,BE09,46666.15,18698.85,1,4987.8,892919.79,1138431.29,468290.88,403537.56,15969.1,185979.56,1,2,3,4
IND64291,23179,27-01-1995,BE34,36972.06,9079.68,1,3727.74,117948.4,1192095.13,509524.53,424731.96,32780.04,986870.17,1,2,3,8
IND49463,4961,20-01-2015,BE18,26263.14,6226.56,1,3576.77,210488.51,272517.77,144644.05,53287.71,3155.36,141708.74,0,1,3,9
IND58198,38329,6/9/2021,BE23,150128.79,4140.92,2,623.39,700025.06,143853.26,75522.96,12802.94,30303.33,1708598.98,2,2,4,10
IND90041,21056,18-09-2013,BE22,287122.28,15789.44,1,397.56,250880.72,553397.32,394375.1,282805.11,13139.92,1021626.66,0,2,4,11
IND55402,27682,25-04-2020,BE27,63251.04,19842.94,3,2199.7,495320.34,433211.84,166619.94,217439.02,22191.46,309608,0,1,3,12
IND58643,10565,18-01-2009,BE17,341966.25,61537.71,1,3460.56,621046.15,149507.53,97573.33,53822.71,60734.53,2075443.99,2,4,1,13
IND17528,18394,17-05-2006,BE26,156213.39,20226.48,1,2675.34,1646375.26,1628718.42,1025964.36,138505.19,82576.78,1658464.35,0,2,2,14
IND98400,14336,5/6/2021,BE07,94158.33,48129.6,2,95.99,390594.19,370924.28,241907.14,366623.71,3489.44,962024.52,1,3,3,15
IND43327,41415,28-08-2009,BE38,38120.11,22574.57,1,1946.76,69403.24,435733.32,317722.21,103486.66,15585.68,738313.44,3,1,4,1
IND77723,42859,5/10/2002,BE49,91644.67,10116.64,1,1128.11,240786,310811.18,141277.81,149754.48,22730,1430955.43,2,2,1,2
IND33585,15462,9/7/2003,BE49,247618.12,32999.38,2,9685.54,1703777.63,2568583.27,1394373.78,299423.42,55777.32,1146609.81,3,2,1,3
IND27105,12342,27-04-2018,BE28,37071.94,28886.88,2,1109.81,356463.1,508775.28,300639.94,100367.49,38155.17,1166359.17,3,2,1,4
IND86081,3869,23-02-1996,BE22,502742.17,51208.12,2,3210.86,1099619.74,397889.37,258422.99,171502.63,38996.1,601702.48,3,5,2,5
IND47439,36707,8/4/2020,BE43,127957.23,5475.55,1,953.95,399714.66,615891.1,296324.97,227763.5,19165.86,615109.81,1,1,2,6
IND27269,10806,2/12/2018,BE17,137103.46,50526.44,1,396.71,952802.25,274935.74,102642.68,163641.75,48305.74,172356.94,2,2,3,7
IND97061,19756,15-03-2009,BE44,84376.77,20749.74,3,2511.63,619021.39,223021.79,111510.9,95313.47,15177.64,171393.63,2,1,3,8
IND94872,12131,31-01-2001,BE31,59749.61,7175.54,1,848.89,582923.56,410333.54,232785.37,195736.99,35640.32,894663.64,1,1,3,9
IND86593,17988,12/11/2020,BE06,93315.7,30058.95,1,4268.59,458715.34,0,0,0,37508.14,1534082.33,2,2,3,10
IND84908,16234,23-05-2008,BE40,143176.05,19395.6,1,2916.55,865089.01,636679.19,236603.75,216815.07,20589.88,1636903.21,3,2,3,11
IND32885,36391,29-06-2010,BE48,282572.6,14326.61,1,4963.57,126525.55,238663.83,70812.34,128275.25,646.28,549063.51,2,2,3,12
IND70495,4421,3/12/2012,BE40,85918.91,8139.74,1,4196.21,173599.5,448356.37,162056.52,378131.88,34870.87,383001.13,1,2,3,13
IND45220,12117,27-01-2005,BE45,61641.57,4504.64,2,2050.56,62056.98,211125.77,185378.73,56231.55,1865.27,452009.85,2,1,4,14
IND49684,1582,29-01-2008,BE38,69503.13,28797.84,3,444.55,246308.75,247751.56,161413.9,175453.15,8059.39,262550.14,3,1,4,15
IND26273,14496,25-12-2017,BE20,42693.61,8208.36,1,1582.8,551527.19,622135.23,276504.54,182723.42,33443.8,227747.76,2,1,3,16
IND99234,18276,23-12-2004,BE31,172604.84,57941.64,1,813.96,291661.48,550490.75,595125.13,185976.6,51923.88,940840.4,3,4,1,17
IND41611,6773,30-06-2019,BE20,216551.65,6291.81,1,5461.91,117004.83,1510274.84,357696.67,725329.36,9582.94,1064518.19,0,2,2,18
IND96915,6529,25-11-1999,BE03,140652.04,19839.64,1,2813.37,70599.97,346514.66,269511.4,142071.01,2319.73,149810.53,2,2,3,19
IND59595,386,12/10/2020,BE36,61720.63,6251.31,2,3899.15,218864.95,606812.23,280702.25,118885.66,17230.62,612629.04,1,1,4,20
IND20812,25885,25-04-2009,BE45,45492.89,25014.99,1,3284.7,938754.7,972009.25,368042.34,328123.9,24629.22,473930.91,3,2,1,21
IND59202,12207,18-02-2009,BE32,363577.73,51434.35,1,5129.75,731052.74,508649.83,322383.7,354622.06,35455.63,614125.22,1,4,1,22
IND19395,3028,14-07-2002,BE39,40912.44,26186.4,1,4062.15,90456.75,424422,122233.54,119517.24,31105.8,737636.85,2,1,1,1
IND38441,26699,19-01-2001,BE03,204136.69,38722.25,1,7.11,898207.28,609009.52,309118.47,109621.71,23720.1,1132529.34,2,2,2,2
IND80195,40474,19-02-2006,BE44,52754.1,21393.4,2,2723.07,561273.75,620849.97,336732.19,204564.8,5815.51,290928.85,0,1,2,3
IND90057,2290,4/8/2014,BE12,125007.58,29763.12,2,7798.24,1361520.44,1503846.78,541827.15,659812.78,49406,294040.11,0,2,3,4
IND21309,28807,22-03-2005,BE04,66270.49,3225.47,1,1723.47,227862,84598.86,68184.16,33107.2,2786.28,376337.63,0,1,3,8
IND33489,15485,17-04-2021,BE49,59368.37,30367.35,2,587.97,730796.04,578948.64,254070.99,110458.4,16932.91,766071.12,2,2,3,9
IND27091,16697,1/5/2011,BE44,155282.28,22415.11,1,2345.36,400838.5,223771.21,236202.95,46246.05,16386.55,157501.6,1,1,3,10
IND37844,39878,28-09-1996,BE40,273718.71,37893.28,1,4825.92,569916.36,1711330.15,460742.73,451747.28,16989.71,2918539.26,1,5,3,11
IND47299,28123,22-09-2017,BE32,30131.15,11408.21,1,10.12,205066.72,151071.08,148420.71,93293.02,7800.56,175087.49,0,1,3,12
IND19507,39107,2/10/2007,BE05,352767.12,18067.5,2,2354.69,321637.3,219305.24,227137.57,92108.2,14904.85,821211.75,0,2,3,13
IND73841,22077,13-11-2006,BE43,230627.76,33204.18,2,7191.01,1583634.29,1933423.95,378278.6,1053435.85,63161.33,1317554.38,2,2,4,14
IND79955,22689,25-03-2018,BE39,132987.89,15488.38,1,2065.57,632022.22,242511.71,189791.78,79712.55,32823.48,944514.24,3,2,4,15
IND95385,6938,22-10-2017,BE02,408054.76,66808.24,1,6233.94,1143817.65,395367.36,113521.32,336297.13,45525.06,2158734.19,2,4,3,1
IND73492,28172,9/1/2012,BE22,397666.92,41829.06,2,1042.75,483400.01,512980.16,227991.18,597988.3,26417.66,74992.06,3,3,1,2
IND38646,28972,30-08-2014,BE41,127187.15,30942.37,3,2059.75,277278.4,87108.72,59009.13,58671.94,9987.64,256403.88,0,2,2,3
IND89482,3836,2/7/2020,BE44,55548.39,7374.9,1,1919.54,244695.4,178785.1,220242.51,45084.94,4742.38,206909.32,3,1,3,4
IND27026,25472,9/11/2014,BE26,90398.53,8791.2,2,1192.51,721798.22,284911.58,398876.21,73869.8,35981.24,247714.85,1,3,4,5
IND69949,10742,23-02-2004,BE27,88518.57,7891.84,2,964.3,631312.79,490144.28,265969.76,112847.17,24846.02,110986.23,3,1,1,6
IND84825,20961,28-04-2013,BE42,235108.2,27598.14,1,6791.72,94868.88,629217.11,230905.36,387921.01,74617.93,723146.08,2,4,1,7
IND41067,2764,15-04-2020,BE21,242843.25,11390.62,1,1898.13,992141.23,1241580.58,432336.1,500401.32,16707.06,357398.23,1,2,1,8
IND98674,28106,12/1/2011,BE16,88405.39,15785.68,1,1863.76,399897.77,372862,403094.06,124959.16,1331.76,621081.35,3,1,2,9
IND97660,15429,8/11/1999,BE07,83318.53,12440.52,3,1644.11,83782.98,131201.58,64951.28,79890.07,21339.59,80882.27,3,1,2,10
IND82676,23342,6/5/2020,BE21,33648.25,7178.76,2,1240.75,703436.66,53513.77,12973.04,30324.47,38456.51,1036721.98,1,1,3,11
IND88784,501,21-12-1996,BE06,280981.59,47111.34,1,8968.02,1008926,1536138.39,485096.33,777078.13,59924.33,634311.81,2,2,3,12
IND28479,31096,22-07-1996,BE49,170220.87,29354.82,2,608.19,61733.82,773797.13,238724.65,368212.19,49762.37,1600184.18,2,3,3,13
IND23784,28705,4/1/1996,BE45,59538.68,13632.06,1,2064.66,137346.3,958605.57,262018.86,222460.4,21243.3,755052.87,2,1,3,14
IND42646,14360,3/7/2020,BE49,140111.66,21047.88,1,1892.17,353092.37,977415.21,555349.55,140688.55,37730.8,1308995.5,2,1,3,15
IND53717,32498,7/10/2006,BE45,100505.78,45279.99,3,1413.2,55287.77,61603.09,65779.57,32837.58,34740.2,279086.11,0,2,3,16
IND96295,17535,13-07-2006,BE49,407658.87,46110.6,1,288.36,413765.28,2064017.38,1358811.44,440667.71,28688.04,2065106.88,2,4,3,17
IND41811,6417,14-11-2018,BE04,218227.83,6990.74,1,1760.51,901417.14,950183.96,375654.12,270691.94,38060.19,1132352.82,1,2,4,18
IND45638,20753,30-01-2019,BE47,131425.91,19634.79,1,2478.51,191480.31,96516.79,104086.73,66426.26,709.31,723429.92,1,2,4,19
IND70297,32094,14-09-2007,BE19,177985.98,14040.98,1,1237.24,931663.01,873130.82,324048.55,576086.32,40430.27,105245.09,1,2,1,20
IND79201,16640,20-03-2019,BE09,81564.54,30304.4,2,3697.43,916379.23,369789.85,271441.49,130488.61,16668.98,344986.77,2,2,2,21
IND17019,26267,5/3/2015,BE42,241251.12,61785.9,1,6139.25,328691.19,717212.31,654456.23,128291.35,50692.09,619029.46,0,3,3,22
IND20282,7295,31-03-2005,BE45,86087.84,1974.32,2,3563.33,776495.99,1721388.65,389748.37,388016.16,52492.83,340324.49,0,1,4,1
IND30151,31777,25-02-2002,BE20,280477.31,53280,2,3296.39,425874.8,1141059.62,279108.11,352168.76,70151.91,234240.37,2,3,1,2
IND45419,20397,10/11/2005,BE16,95144.48,13554.6,1,1957.51,168791.52,311802.7,206231.71,30640.14,14935.3,646481.41,2,1,1,3
IND78162,17420,25-01-1996,BE15,236297.5,5771.52,1,1731.99,360708.1,104336.33,84773.27,25584.14,36848.64,1427206.35,3,2,1,4
IND66784,37403,6/12/2012,BE05,90635.48,18348.33,1,2289.89,780486.52,505712.98,277949.12,104848.58,25680.78,114050.25,2,1,2,8
IND97262,28330,10/3/2020,BE43,43925.33,16519.06,1,835.73,262499.18,449640.36,207958.67,435532.89,26525.81,514167.39,0,2,2,9
IND33193,41166,26-08-2020,BE47,80157.37,21503.24,1,1.17,0,502316.84,383792.64,121007.56,7429.04,467912.66,0,2,3,10
IND94106,21408,11/7/1996,BE24,70540.2,11519.95,2,1889.51,63478.93,515950.02,200062.25,391700.83,27234.16,72544.66,2,1,3,11
IND15556,10882,26-07-2008,BE16,252385.91,55804.21,1,1479.88,186590.37,2709947.02,633494.11,585630.11,108607.42,1300585.44,0,3,3,12
IND20631,32303,24-09-1999,BE15,156566.48,21752.8,1,1898.32,331846.7,281503.39,330654.77,66220.32,12985.56,0,0,1,3,13
IND13898,6641,7/3/2004,BE30,75764.58,15575.04,1,4635.32,158797.5,934525.89,455677.92,161495.34,41753.08,923993.41,3,2,3,14
IND46880,30163,20-04-2014,BE06,204271.89,44020.04,2,3318.5,172853.89,89494.09,79324.31,17675.08,50720.08,416387.71,2,2,3,15
IND57163,19694,16-04-2014,BE39,201648.22,14404.56,2,951.84,107662.16,621905.52,795223.45,197378.54,27281.8,446940.07,3,5,3,1
IND42982,41580,29-07-2003,BE36,315314.03,44429.6,1,5872.62,296790.17,213338.18,252958.13,39376.13,46508.77,1292032.49,3,5,4,2
IND51913,12618,8/6/2018,BE12,377580.78,7498.34,3,4179.45,588087.2,161814.09,184133.28,79679.49,45271.09,460631.82,3,4,4,3
IND76764,8388,1/5/2010,BE20,298532.44,58122.08,3,857.64,658958.31,934240.45,324124.24,660641.46,83982.12,2181217.36,2,5,1,4
IND82314,20653,31-08-2020,BE05,89771.99,22998.46,1,3782.39,785239.04,855645.41,312639.67,259436.08,35581.49,104237.13,1,1,2,5
IND82248,25797,29-03-2003,BE35,390543.25,24477.67,1,9028.34,154049.57,1333928.03,1006509.33,226767.77,38351.35,696843.39,0,4,3,6
IND49091,22793,28-11-2003,BE15,131274.45,19188.4,1,4158.72,332987.38,635381.9,201611.56,331559.38,71732.15,1813895.54,2,4,4,7
IND24529,13495,31-12-2021,BE05,164793.56,21262.85,1,4001.21,1925660.01,382095.46,148457.47,56949.26,113315.05,2442602.17,1,3,1,8
IND93171,39395,24-11-2018,BE38,127005.21,11175.75,2,85.58,338482.85,229651.61,254478.81,67033.44,4522.81,193570.57,2,2,1,9
IND71818,8335,21-08-1999,BE35,90051.85,30906.2,2,4230.97,187672.49,447985.61,316511.57,172133.6,30877.37,1049172.34,0,2,1,10
IND35821,13099,31-03-2014,BE47,125353.08,15580.8,1,2478.36,731631.33,207011.52,122426.17,70116.81,668.76,500477.87,3,2,2,11
IND44974,22806,30-07-2002,BE34,46485.8,28551.64,1,232.08,512394.01,225281.67,130718.99,114977.09,24084.22,667723.73,3,2,2,12
IND24341,38239,28-07-2014,BE10,54599.92,27873.12,1,2993.76,551546.35,275577.72,112855.64,89759.6,35534.52,600977.16,3,2,3,13
IND60293,29051,30-07-2018,BE44,185334.79,54576.28,2,608.72,147615.39,97134.3,107594.92,38076.65,25101.45,877758.23,0,2,3,14
IND46675,40157,18-01-2001,BE18,68488.91,13326.12,1,1398.85,345182.34,802404.79,479943.05,213274.69,28291.98,862147.51,0,2,3,15
IND17984,31814,18-02-2000,BE29,158424.74,28804.72,1,1556.18,966712.93,600275.72,240874.97,76391.78,68672.55,835554.75,1,2,3,16
IND23002,11734,5/3/2018,BE08,67064.29,13002.15,1,1024.47,540459.44,713832.78,418010.19,132798.62,6756.79,930370.48,1,1,3,17
IND70737,31110,15-06-2020,BE12,253484.85,18608.2,2,2720.34,758463.84,2677607.1,1088893.55,696177.85,18832.26,993212.76,1,2,3,18
IND17926,16964,5/3/2014,BE35,178028.67,56679.84,1,5767.57,213942.23,979092.98,617952.12,99674.88,5526.01,2005100.84,2,2,3,19
IND30891,33173,21-12-1999,BE01,276465.9,27357,2,4708.7,1051216.87,842029.37,412422.55,290414.21,10505.97,246249.05,3,2,4,20
IND51261,6314,5/3/2017,BE38,130585.85,32567.53,1,2471.93,522784.22,744629.03,342765.74,206014.03,18798.04,654281.13,3,1,4,21
IND69251,18877,3/10/2012,BE27,254376.82,30033.42,1,1431.27,390415.47,285189.07,360238.83,138691.95,5310.54,1100827.92,1,5,1,22
IND56740,19875,16-11-2020,BE31,326097.43,57977.13,2,11795.08,230977.47,2570376.88,599110.4,1173483.34,5866.62,1123859.71,0,5,2,1
IND95612,6534,22-03-2021,BE01,94054.88,33644.92,1,1816.33,229582.62,349048.33,148414.25,154240.89,33071.82,843246.12,0,4,3,2
IND35099,20679,21-03-2014,BE48,42249.87,10373.1,2,1339.38,292045.32,0,0,0,26726.49,617304.56,1,1,4,3
IND42857,9805,29-05-2007,BE16,176579.02,28374.87,1,4132.5,222865.58,323812.22,294814.11,143250.66,42386.44,401802.04,0,2,1,4
IND32603,42615,2/10/2009,BE20,284451.44,39205.8,1,4797.09,331162.91,661146.9,589671.56,203526.03,26742.68,739135.37,2,2,1,8
IND62569,5964,8/4/2014,BE45,84128.44,4384.06,1,2893.81,525364.66,225096.12,206774.34,51117.76,25570.79,531393.14,3,1,1,9
IND35181,3763,13-03-2012,BE20,251879.41,26983.64,1,4136.58,417909.05,2066780.57,935331.35,395554.65,48521.98,1168214.65,3,2,2,10
IND99256,40530,9/8/2009,BE09,149878.4,15027.66,2,845.71,185144.59,206964.23,154282.43,277520.22,11239.64,637463.74,3,2,2,11
IND65151,21348,1/4/2020,BE22,209683.64,33801.56,2,1043.25,80952.86,157298.68,124956.9,20948.66,36332.92,1027468.83,1,2,3,12
IND81182,41356,5/5/2012,BE47,80357.94,3330.9,3,3933.57,733994.51,632728.68,165264.95,334543.48,5619.96,770146.78,1,1,3,13
IND89708,37025,16-02-2006,BE38,93484.8,39737.4,1,7837.02,1333813.61,475667.32,155108.91,221805.74,53936.75,551738.63,3,2,3,14
IND63717,10341,6/7/2015,BE23,357044.23,50071.08,1,6260.83,835844.6,113708.65,81976,47228.75,15764.18,677672.74,0,3,3,15
IND71868,708,5/12/2021,BE02,409671.26,29437.18,2,4704.16,606101.48,502389.9,204795.88,116349.66,22681.41,1089105.64,0,3,3,1
IND32785,14050,13-04-2001,BE01,86761.12,20849.4,2,2760.37,1152800.59,2434167.78,753015.93,668783.22,94733.06,608463.88,0,3,3,2
IND79142,7141,17-03-2009,BE11,343318.23,26468.52,1,10939.16,771443.04,1702162.84,1002079.74,396576.49,90515.83,1587032,3,5,3,3
IND59824,12543,30-01-2020,BE13,26102.92,6053.94,1,3118.91,534231.86,1099013.67,600794.14,120012.29,29252.34,513468.32,0,1,4,4
IND37278,7071,17-08-2018,BE14,231731.4,45854.76,1,9450.66,1628140.28,663468.69,338504.43,80112.72,23323.55,2837008.29,0,3,4,5
IND34859,10258,17-06-2019,BE29,171944.38,36222.7,1,2227.87,144972.42,144974.24,96649.49,37512.09,19145.57,806753.3,0,2,1,6
IND50054,26827,10/9/2003,BE19,44716.11,22993.8,2,1565.44,327695.03,273886.12,226064.73,171113.61,13964.68,521488.61,3,1,2,7
IND62645,26133,1/2/2007,BE02,82751.25,13481.5,1,1854.19,193510.14,235512.87,53180.33,91850.02,14762.59,496955.58,2,1,3,8
IND41646,19424,29-01-2021,BE42,208878.84,23771.1,1,2633.62,754448.26,1336149.11,687439.04,210588.72,29931.91,505515.61,1,2,4,9
IND92575,41526,17-03-2011,BE44,151936.07,14982.66,2,91.72,563576.57,584228.51,179408.75,333930.3,28985.08,1044870.91,0,2,1,10
IND36120,42476,15-12-2007,BE03,39515.03,2577.4,2,2085.33,437736.34,426926.01,322465.39,92197.85,8560.84,501499.7,0,1,1,11
IND85936,8631,11/12/2007,BE09,99114.16,17043.68,3,560.63,258295.96,127718.62,100171.47,169790.64,12330.98,330177.83,3,1,1,12
IND49172,37801,22-01-2015,BE28,492748.51,45816.45,1,2956.47,592003.55,398694.71,381105.24,166220.51,25316.24,152034.65,0,5,2,13
IND34576,12878,1/10/2011,BE04,133624.84,18375.55,1,1359.27,573098.95,292189.21,180469.81,171961.94,13279.72,264524,1,2,2,14
IND75884,16449,13-09-2013,BE22,229363.28,10728.7,2,2386.75,1459530.8,156752.09,93163.98,57451.12,74635.24,2055429.68,2,4,3,15
IND41393,43140,30-09-2002,BE13,82926.45,51430.5,2,6875.06,1387659.87,0,0,0,26394.71,1720882.44,0,4,3,16
IND67868,32461,7/5/2001,BE11,142846.08,27466.8,2,1542.69,261710.5,177967.69,201307.72,88633.74,2871.27,395005.87,0,2,3,17
IND82789,5401,16-12-2010,BE41,436829.84,38715.6,2,2030.11,1200919.78,163502.98,173721.91,34029.06,57285.31,436274.5,3,3,3,18
IND77478,33467,11/1/2012,BE40,157640.31,21154.76,2,790.08,937720.91,875102.82,216967.64,536633.3,44400.56,348364.76,2,2,3,19
IND57043,19161,5/6/1999,BE45,243163.98,18336,1,758.48,425661.24,1860597.15,361782.78,818662.75,52488.81,2249791.49,3,2,3,20
IND68936,34019,12/11/2015,BE42,75434.29,20579.97,1,161.12,452704.1,92375.97,49267.19,38322.83,19550.18,799505.79,3,1,3,21
IND44846,5865,12/4/2015,BE41,317895.34,37634.02,1,1540.11,378614.22,677452.1,512928.02,354791.34,19883.67,994680.55,0,3,4,22
IND55021,27514,18-12-2020,BE38,77686.01,13902.21,1,8330.96,1316597.15,952781.82,274963.88,313458.83,26215.07,584240.31,2,2,4,1
IND30407,18184,3/6/2018,BE36,141027.44,30446.57,1,775.67,866004.94,309035.87,244511.9,61807.17,1484.08,1012817.01,2,3,1,2
IND15466,17561,20-12-2020,BE02,121206.49,24852.28,2,3497.84,542515.31,1065754.43,714682.38,280356.11,41697.7,546214.17,2,4,2,3
IND15083,37501,2/3/2007,BE30,140152.04,33774.78,1,7373.11,1208729.22,572741.07,123033.27,156634.08,1415.23,2288946.11,2,3,3,4
IND37063,40024,12/3/2015,BE14,197043.62,25437.06,3,4814.98,162005.83,834989.69,767287.82,256364.4,985.66,1541737.47,0,4,4,8
IND78066,16198,19-11-2000,BE45,96486.38,15747,3,1159.31,522574.25,390366.08,327276.61,71054.51,5956.46,166342.01,1,1,1,9
IND87900,14466,10/8/2019,BE22,17987.51,12029.58,2,464.78,197326.48,201141.12,224960.46,45653.74,3402.01,367428.04,1,1,1,10
IND47950,41420,2/5/2019,BE06,302672.57,57277.4,1,11512.75,1580709.52,205369.67,115957.02,19000.19,7278.56,3063954.52,1,5,1,11
IND84355,11844,14-04-2001,BE42,155402.53,12356.99,2,2494.44,456252.74,334449.4,162936.89,137667.38,38971.31,643943.04,0,1,2,12
IND45102,30740,31-12-1996,BE41,43815.12,18123.56,1,2300.84,292482.63,375603.21,165100.31,193167.36,1639.38,254205.81,0,1,2,13
IND56828,18201,7/12/2010,BE27,52253.84,25702.44,2,1879.73,377449.58,443691.73,395982.94,71372.35,26090.46,419656.85,1,1,3,14
IND28199,29082,9/3/2005,BE01,150041.26,41586,1,6302.45,1533133.75,1399795.68,675763.43,182456.13,3604.53,1156148.77,3,2,3,15
IND67109,19730,23-01-2015,BE06,86558.08,29076.8,1,2170.28,817889.66,175002.72,80653.43,69377.17,32342.6,166400.4,3,1,3,1
IND85846,18570,30-10-2005,BE05,57359.09,9176.4,1,645.54,788268.61,172941.29,93817.82,21713.74,5011.18,359030.72,2,1,3,2
IND76900,31088,15-10-2004,BE32,384040.15,12587.12,2,9060.28,276335.09,549058.65,328408.91,193966.51,82736.26,2431103.98,0,4,3,3
IND87656,28760,30-09-1996,BE42,159512.38,6399.12,1,2280.38,358797.5,385891.92,264739.81,211567.49,10801.22,683194.37,1,1,3,4
IND76306,3257,30-06-2018,BE22,61901.37,3418.72,1,3705.89,496453.44,616815,253485.61,177439.93,10925.59,1287514.29,0,2,3,5
IND42135,1037,4/5/2013,BE49,84406.75,15039,2,1801.68,82289.14,357419.79,137469.15,240571.01,3804.49,257335.65,0,2,4,6
IND15894,35162,30-08-2017,BE44,343263.8,34554.55,1,479.43,400443.08,380432.81,121933.59,190216.41,8338.29,519790.46,2,3,4,7
IND81866,42849,3/6/1995,BE37,281200.91,50842.89,1,2473.13,824738.55,48331.62,33621.99,40066.21,45966.17,787864.56,1,3,1,8
IND69783,23006,4/6/1999,BE26,39080.45,20456.92,2,3261.39,236826.23,118416.32,82084.04,51955.16,33963.64,167237.88,2,2,2,9
IND67788,26807,22-11-2009,BE16,35113.5,37779.5,2,391.75,404231,207152.25,314871.42,97444.42,2637.25,602095.75,2,2,3,10
IND29999,17244,3/3/2020,BE47,141689.81,47517.47,3,8732.91,775554.87,1838008.12,835458.24,362031.9,63127.59,2498273.59,0,3,4,11
IND50590,16018,29-07-2013,BE20,124471.99,23768.64,1,1295.75,689147.83,532977.58,197537.15,145394.79,7110.93,329405.08,1,1,1,12
IND64905,9146,4/2/2018,BE32,467025.8,61694.34,1,1953,1176441.07,1076630.5,578688.89,728744.27,70580.3,1186496.23,3,5,1,13
IND50588,15326,8/8/2014,BE16,59563.84,8380.4,1,3084.29,238085.63,925053.09,260171.18,383897.03,19083.78,1244783.62,3,1,1,14
IND24058,4853,3/1/2000,BE04,304960.67,53267.68,2,4115.74,1029192.08,437621.19,256054.95,125699.7,32226.87,1302186.45,1,2,2,15
IND87992,31048,29-04-2020,BE01,276516.44,12269.25,1,6397.15,427468.36,346860.26,81759.92,190897.02,46466.41,1569491.66,1,2,2,16
IND90735,41318,29-07-2014,BE49,109051.93,20070.28,1,2548.47,314437.29,250159.57,73910.78,135256.73,38508.39,408638.42,0,1,3,17
IND18126,1454,5/3/2021,BE39,76166.25,4898.79,1,267.87,1364588.66,61344.46,44443.44,9802.6,71470.27,1595668.78,0,3,3,18
